galaxy_id,survey,coherence_score,coherence_quartile,btfr_offset_dex,f_gas,f_star,D_total
18087,xGASS,0.5516808159971858,Q2,0.2378693025149618,0.0454838345825999,,
23815,xGASS,0.6156307349602282,Q2,0.1000649446128623,0.1463487548473492,,
18084,xGASS,0.5971517721575827,Q2,0.0642978591082283,0.0355763138746114,,
111088,xGASS,0.5808583641096309,Q2,0.0657566795998181,0.512518690386228,,
49433,xGASS,0.5931491820329411,Q2,-0.0110450369083245,,,
49386,xGASS,0.6528809379698454,Q3,-0.0963222415755677,,,
112068,xGASS,0.546651361220161,Q2,-0.0669023606259642,0.0713065794885515,,
24168,xGASS,0.8034621253979772,Q4_high,0.1178314234982282,0.0861391336331355,,
24741,xGASS,0.6640931317300519,Q3,0.0017159702441515,0.2233279731028752,,
112100,xGASS,0.3792529128964227,Q1_low,-0.1756590813508942,0.4184621514419092,,
18335,xGASS,0.7313593830135836,Q4_high,0.1341754194323203,0.0596548907346245,,
18421,xGASS,0.5909772284881282,Q2,0.0837309657422245,,,
24757,xGASS,0.3979924824316412,Q1_low,-0.4349199092787756,,,
30338,xGASS,0.7897674000949761,Q4_high,0.0654107792999814,,,
28057,xGASS,0.5101073303778154,Q1_low,-1.0844364789708294e-05,0.14886393427532,,
112112,xGASS,0.6190628819731272,Q3,0.0023250890082713,0.4412002275939838,,
6375,xGASS,0.6971830935899889,Q3,-0.0048295280016592,0.2909624620553172,,
18469,xGASS,0.4778179572610132,Q1_low,0.0665683077616963,0.2230665075178404,,
50404,xGASS,0.5456848005035302,Q2,-0.3473290579642176,0.0329680972410508,,
18581,xGASS,0.5548898523968198,Q2,0.0928787371011581,0.1938128742835894,,
30401,xGASS,0.5183290225598997,Q1_low,-0.0448581258870741,,,
18576,xGASS,0.649277416510334,Q3,0.1032833196078741,0.0456110730639315,,
50406,xGASS,0.5259560728302839,Q1_low,0.0517344588555968,0.0587698132790196,,
