galaxy_name,r_kpc,r_over_Rd,q_eff,a_b_m_s2,a_bdvr_m_s2,a_total_m_s2,v_newton_km_s,v_bdvr_km_s,M_bdvr_eff_Msun,rho_bdvr_eff_Msun_kpc3
DDO154,0.3630334728033473,0.9811715481171549,0.9881454810392702,4.148520956653713e-10,2.2047439323550945e-10,6.353264889008808e-10,68.1703073196461,84.3620431214515,208462441.55504063,372781999.2934403
DDO154,0.380836820083682,1.0292887029288704,0.9917603479523934,3.769717174575763e-10,2.1093650586000752e-10,5.879082233175839e-10,66.55782505207168,83.11884603930672,219485549.15900123,340662200.82916147
DDO154,0.39864016736401675,1.0774058577405858,0.9953176983170119,3.440523397668046e-10,2.0223885948661403e-10,5.462911992534186e-10,65.0546071624431,81.97433512716071,230570129.78720698,312620655.14610827
DDO154,0.4164435146443515,1.1255230125523012,0.9988184472853099,3.1526402970747623e-10,1.9427386886460162e-10,5.095378985720778e-10,63.6488462039672,80.91733482821182,241714619.75172767,287986739.85934216
DDO154,0.4342468619246862,1.1736401673640167,1.0022634954483844,2.8994341596096456e-10,1.8695158924119526e-10,4.768950052021598e-10,62.330447165861436,79.93831762330257,252917489.5619344,266223002.35501447
DDO154,0.4520502092050209,1.2217573221757323,1.0056537290679264,2.675551282330489e-10,1.8019624267489317e-10,4.477513709079421e-10,61.090720844755445,79.02910652890677,264177243.23213363,246894549.43886912
DDO154,0.46985355648535565,1.2698744769874477,1.00899002030422,2.47663263612198e-10,1.7394353408252117e-10,4.2160679769471915e-10,59.92214175794809,78.18264052824229,275492417.60257775,229646355.71974578
DDO154,0.4876569037656904,1.3179916317991631,1.012273227440509,2.2991000709158665e-10,1.681385551991863e-10,3.98048562290773e-10,58.818155134059374,77.39278780454067,286861581.6735987,214186230.78685063
DDO154,0.5054602510460251,1.3661087866108788,1.0155041951037989,2.1399942734475758e-10,1.6273413149864885e-10,3.7673355884340643e-10,57.77302164022802,76.65419569044593,298283335.9526219,200271886.26659277
DDO154,0.5232635983263598,1.4142259414225942,1.0186837544821394,1.9968506401791503e-10,1.5768950657615095e-10,3.57374570594066e-10,56.78169142517017,75.96216910966186,309756311.8138166,187701011.20966506
DDO154,0.5410669456066945,1.4623430962343096,1.0218127235384564,1.8676032553075156e-10,1.5296928626630713e-10,3.397296117970587e-10,55.83970115365593,75.312571339907,321279170.870149,176303580.89192334
DDO154,0.5588702928870293,1.510460251046025,1.024891907220976,1.750509929609402e-10,1.4854258457730308e-10,3.235935775382433e-10,54.94308923176193,74.70174241736262,332850604.3576012,165935841.83269843
DDO154,0.576673640167364,1.5585774058577406,1.027922097670304,1.6440931816521913e-10,1.4438232782741768e-10,3.087916459926368e-10,54.08832554289901,74.12643159853047,344469332.53133297,156475567.61154556
DDO154,0.5944769874476987,1.606694560669456,1.0309040744232096,1.5470934009916645e-10,1.4046468381906426e-10,2.9517402391823074e-10,53.272252847716935,73.58374110934814,356134104.0735577,147818287.23052844
DDO154,0.6122803347280334,1.6548117154811715,1.0338386046131656,1.458431402178598e-10,1.3676859060024396e-10,2.826117308181037e-10,52.492037626595334,73.07107902213262,367843695.5129144,139874264.3409591
DDO154,0.6300836820083682,1.7029288702928869,1.0367264431676986,1.3771782777839098e-10,1.3327536511615375e-10,2.709931928945447e-10,51.74512861766045,72.58611956349918,379596910.6551217,132566060.97550072
DDO154,0.6478870292887029,1.7510460251046025,1.0395683330026007,1.302530968607671e-10,1.2996837638379243e-10,2.6022147324455954e-10,51.0292216659249,72.1267695098665,391392580.02469844,125826559.81317818
DDO154,0.6656903765690376,1.799163179916318,1.0423650052130469,1.2337923447086365e-10,1.268327711102651e-10,2.5021200558112876e-10,50.34222977878274,71.69113959948807,403229560.3175438,119597348.77674927
DDO154,0.6834937238493723,1.8472803347280333,1.0451171792616771,1.1703548698859515e-10,1.2385524219257859e-10,2.4089072918117373e-10,49.68225750038928,71.27752010140108,415106733.86417574,113827393.91050777
DDO154,0.7012970711297071,1.895397489539749,1.0478255631636808,1.1116871313471966e-10,1.2102383247871093e-10,2.321925456134306e-10,49.04757888755016,70.88435984707104,427023008.1034218,108471943.1067321
DDO154,0.7191004184100418,1.9435146443514644,1.050490853668939,1.0573226742953203e-10,1.183277676790198e-10,2.2406003510855184e-10,48.436618503811125,70.51024816076482,438977315.0663715,103491615.82227057
DDO154,0.7369037656903765,1.9916317991631798,1.0531137364412686,1.0068507014715897e-10,1.1575731349815718e-10,2.1644238364531616e-10,47.847934954800905,70.1538992279366,450968610.8703911,98851643.51187041
DDO154,0.7547071129707112,2.0397489539748954,1.0556948862348128,9.599082899634531e-11,1.133036529880071e-10,2.0929448198435243e-10,47.280206572781765,69.81413852326916,462995875.22301644,94521232.86534508
DDO154,0.772510460251046,2.087866108786611,1.0582349670676274,9.161738488464983e-11,1.1095878085954226e-10,2.0257616574419208e-10,46.732218926532774,69.48989098608617,475058110.9355337,90473029.62684439
DDO154,0.7903138075313807,2.1359832635983262,1.0607346323925029,8.753615966241809e-11,1.0871541207937647e-10,1.9625157174179456e-10,46.20285388773082,69.18017068415672,487154343.44606763,86682665.20386602
DDO154,0.8081171548117154,2.1841004184100417,1.0631945252650694,8.37216880758602e-11,1.0656690254810984e-10,1.9028859062397004e-10,45.69108002966859,68.88407175014619,499283620.3519969,83128371.74240819
DDO154,0.8259205020920501,2.232217573221757,1.065615278509229,8.015121956791042e-11,1.0450718003744489e-10,1.846583996053553e-10,45.195944170591474,68.6007604102048,511445010.9515217,79790654.07728773
DDO154,0.8437238493723849,2.2803347280334725,1.0679975148799514,7.680437826332023e-11,1.0253068387079076e-10,1.7933506213411098e-10,44.716563903805415,68.32946795304731,523637605.7942076,76652009.13153006
DDO154,0.8615271966527196,2.3284518828451883,1.0703418472234827,7.36628716206579e-11,1.0063231208257901e-10,1.7429518370323693e-10,44.25212098130359,68.06948451162188,535860516.2403399,73696685.06304066
