f_star_c,k_star,log10_sigma_c,k_sigma,f_gas_c,k_gas,RHI_Rd_c,k_HI,drive_power,A0,lambda_seed,lambda_feedback,lambda_reservoir,disturbance_weight,failed_weight,n_steps,tau_final,n_primary_fit,n_mature_control,primary_fit_rmse,primary_fit_spearman,primary_cv_rmse,primary_cv_spearman,train_fit_rmse,train_fit_spearman,m37_static_primary_rmse,m37_static_primary_spearman,mature_control_median_A_pred,mature_control_fraction_A_pred_gt_0p5,ugc07125_A_pred,rank_score
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4850562979628574,-0.4220763649911067,,,0.4850562979628574,-0.4220763649911067,0.5117710280218454,-0.3627661375280108,0.993832397846636,1.0,0.36060678977725785,0.4977185889125906
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.48533006449640786,-0.4204829558950832,,,0.48533006449640786,-0.4204829558950832,0.5117710280218454,-0.3627661375280108,0.9386138191911125,0.9782608695652174,0.3488191260944729,0.49794455317326036
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.48642278896882685,-0.39410318308313913,,,0.48642278896882685,-0.39410318308313913,0.5117710280218454,-0.3627661375280108,0.99601114350221,1.0,0.33912574404636436,0.498245884461321
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.48670206803991034,-0.39162454671154706,,,0.48670206803991034,-0.39162454671154706,0.5117710280218454,-0.3627661375280108,0.99259688009344,1.0,0.35540740905966106,0.4984508044412568
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4868306164965255,-0.3937490921729116,,,0.4868306164965255,-0.3937490921729116,0.5117710280218454,-0.3627661375280108,0.9857472170865869,0.9782608695652174,0.32368522288581325,0.4986430892617128
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.48883092642540754,-0.42508613772804,,,0.48883092642540754,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.8386019898484018,0.9782608695652174,0.3464117594247414,0.5015835105572487
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.48916705528569643,-0.4236697740871302,,,0.48916705528569643,-0.4236697740871302,0.5117710280218454,-0.3627661375280108,0.9792624391365403,1.0,0.3528620339887587,0.5018771485083103
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.49707454421079444,-0.22449363708419603,,,0.49707454421079444,-0.22449363708419603,0.5117710280218454,-0.3627661375280108,0.9728317803696134,0.8913043478260869,0.33211990198706626,0.5038093533233203
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4974337991433889,-0.22201500071260397,,,0.4974337991433889,-0.22201500071260397,0.5117710280218454,-0.3627661375280108,0.991766843731622,0.8913043478260869,0.368830235841745,0.5040942491647671
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4977313906428933,-0.28044000090013127,,,0.4977313906428933,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9730659618502737,0.9347826086956522,0.3585501394926609,0.5061445906698973
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5030925009053347,-0.28805295547002124,,,0.5030925009053347,-0.28805295547002124,0.5117710280218454,-0.3627661375280108,0.7655967950048687,0.8913043478260869,0.3316893192162014,0.5117340895694353
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5010720385280715,-0.39162454671154706,,,0.5010720385280715,-0.39162454671154706,0.5117710280218454,-0.3627661375280108,0.9959863988924011,0.9782608695652174,0.30367625059498005,0.5128207749294179
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5006512821589659,-0.4132240922354207,,,0.5006512821589659,-0.4132240922354207,0.5117710280218454,-0.3627661375280108,0.9904308770772788,0.9782608695652174,0.31943734386692946,0.5130480049260285
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5007978222913482,-0.42508613772804,,,0.5007978222913482,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.945808758188244,0.9782608695652174,0.3224123256732693,0.5135504064231894
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5054673238123879,-0.28026295544501756,,,0.5054673238123879,-0.28026295544501756,0.5117710280218454,-0.3627661375280108,0.9764709689863381,0.8913043478260869,0.31714727522220854,0.5138752124757384
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5036312052779213,-0.3942802285382528,,,0.5036312052779213,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9378272773999817,0.9782608695652174,0.29625992577648824,0.5154596121340689
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5035997299870744,-0.39941454673655064,,,0.5035997299870744,-0.39941454673655064,0.5117710280218454,-0.3627661375280108,0.9631788450697221,0.9782608695652174,0.3133772188960089,0.5155821663891709
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.509871481524684,-0.2223690916228314,,,0.509871481524684,-0.2223690916228314,0.5117710280218454,-0.3627661375280108,0.7585577402202393,0.8695652173913043,0.31411049171233707,0.5165425542733689
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.5108123424564217,-0.21935931888589816,,,0.5108123424564217,-0.21935931888589816,0.5117710280218454,-0.3627661375280108,0.9883427041945235,0.8913043478260869,0.2905427315352329,0.5173931220229987
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5053474347874486,-0.42313863772178906,,,0.5053474347874486,-0.42313863772178906,0.5117710280218454,-0.3627661375280108,0.8435087933092111,0.9782608695652174,0.30833414373527607,0.5180415939191023
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5097333071352299,-0.2832727281819508,,,0.5097333071352299,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.8892493300788658,0.8913043478260869,0.3268520129996188,0.5182314889806884
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5071736753291216,-0.40755863767178174,,,0.5071736753291216,-0.40755863767178174,0.5117710280218454,-0.3627661375280108,0.990276635272787,0.9782608695652174,0.30792074365231104,0.5194004344592751
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5076526587975058,-0.39410318308313913,,,0.5076526587975058,-0.39410318308313913,0.5117710280218454,-0.3627661375280108,0.9840377554674751,0.9782608695652174,0.28621271655647096,0.5194757542899999
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5115946862371316,-0.28097113726547246,,,0.5115946862371316,-0.28097113726547246,0.5117710280218454,-0.3627661375280108,0.9331155857901081,0.8913043478260869,0.3104226271966426,0.5200238203550958
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5119688030435071,-0.2832727281819508,,,0.5119688030435071,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.7565724235480044,0.8913043478260869,0.322201726603317,0.5204669848889656
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5088424807266245,-0.40755863767178174,,,0.5088424807266245,-0.40755863767178174,0.5117710280218454,-0.3627661375280108,0.9944495874451257,0.9782608695652174,0.2818907057918372,0.521069239856778
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5117162879768492,-0.3918015921666608,,,0.5117162879768492,-0.3918015921666608,0.5117710280218454,-0.3627661375280108,0.9618046730541938,0.9782608695652174,0.30127770565553313,0.523470335741849
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5152172942938323,-0.2783154554387667,,,0.5152172942938323,-0.2783154554387667,0.5117710280218454,-0.3627661375280108,0.8869637595975668,0.8913043478260869,0.3214273382916275,0.5235667579569954
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5173126632343797,-0.2225461370779451,,,0.5173126632343797,-0.2225461370779451,0.5117710280218454,-0.3627661375280108,0.971281666246392,0.8913043478260869,0.3031763594703233,0.5239890473467181
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5166256641955967,-0.28079409181035875,,,0.5166256641955967,-0.28079409181035875,0.5117710280218454,-0.3627661375280108,0.9804320159746494,0.8913043478260869,0.29648771410210073,0.5250494869499075
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5138615198571755,-0.4204829558950832,,,0.5138615198571755,-0.4204829558950832,0.5117710280218454,-0.3627661375280108,0.835918972495842,0.9782608695652174,0.29608021191174855,0.526476008534028
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5198602350687127,-0.22449363708419603,,,0.5198602350687127,-0.22449363708419603,0.5117710280218454,-0.3627661375280108,0.8951371873581343,0.8913043478260869,0.2890892355669974,0.5265950441812386
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.5167665257625006,-0.39038522852575097,,,0.5167665257625006,-0.39038522852575097,0.5117710280218454,-0.3627661375280108,0.9975909905877377,0.9782608695652174,0.24367093351012414,0.5284780826182731
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5158689695514499,-0.42508613772804,,,0.5158689695514499,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9346090312444886,0.9782608695652174,0.29435490961544236,0.5286215536832911
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5230600077213867,-0.27760727361831183,,,0.5230600077213867,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.8740241548637132,0.8913043478260869,0.28769208598537954,0.5313882259299361
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5204824059261122,-0.3962277285445037,,,0.5204824059261122,-0.3962277285445037,0.5117710280218454,-0.3627661375280108,0.9944246639843075,0.9782608695652174,0.25530803151915427,0.5323692377824473
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5254409155564794,-0.28044000090013127,,,0.5254409155564794,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9283295386672541,0.8913043478260869,0.2909673849388079,0.5338541155834834
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5239796433611291,-0.3905622739808647,,,0.5239796433611291,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.8387998915103321,0.9565217391304348,0.25469330380895616,0.5356965115805551
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5291250979572321,-0.21918227343078445,,,0.5291250979572321,-0.21918227343078445,0.5117710280218454,-0.3627661375280108,0.7469014007076384,0.8478260869565217,0.2915583411456586,0.5357005661601556
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5301397414690411,-0.278138409983653,,,0.5301397414690411,-0.278138409983653,0.5117710280218454,-0.3627661375280108,0.9803402243697866,0.8913043478260869,0.2747270541575859,0.5384838937685507
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5272946195058791,-0.3939261376280253,,,0.5272946195058791,-0.3939261376280253,0.5117710280218454,-0.3627661375280108,0.9951981557671974,0.9782608695652174,0.22375988290801674,0.5391124036347198
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5316333518629937,-0.2772531827080844,,,0.5316333518629937,-0.2772531827080844,0.5117710280218454,-0.3627661375280108,0.975094014169652,0.8913043478260869,0.26254628593091334,0.5399509473442362
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5284406018360703,-0.41481750133144424,,,0.5284406018360703,-0.41481750133144424,0.5117710280218454,-0.3627661375280108,0.9588707027602404,0.9782608695652174,0.2709060406014045,0.5408851268760136
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5348879420481537,-0.21652659160407864,,,0.5348879420481537,-0.21652659160407864,0.5117710280218454,-0.3627661375280108,0.8596027361320324,0.8695652173913043,0.2596223366290182,0.5413837397962761
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5295688911084513,-0.4066734103962132,,,0.5295688911084513,-0.4066734103962132,0.5117710280218454,-0.3627661375280108,0.9442166820600919,0.9782608695652174,0.25620273415863853,0.5417690934203376
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.535132249196379,-0.28114818272058617,,,0.535132249196379,-0.28114818272058617,0.5117710280218454,-0.3627661375280108,0.9680371071800331,0.8913043478260869,0.24860220733165841,0.5435666946779966
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.534871175975322,-0.2960200009501386,,,0.534871175975322,-0.2960200009501386,0.5117710280218454,-0.3627661375280108,0.7479495013011052,0.8695652173913043,0.2835130784309783,0.5437517760038261
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5297391731547405,-0.39268681944222933,,,0.5297391731547405,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.5506018029700248,0.717391304347826,0.26990072926757414,0.5439599596078196
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5326530478390149,-0.39268681944222933,,,0.5326530478390149,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.9807618725568812,0.9782608695652174,0.2420942589364996,0.5444336524222818
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.5389431771361927,-0.22626409163533323,,,0.5389431771361927,-0.22626409163533323,0.5117710280218454,-0.3627661375280108,0.9874701185127902,0.8913043478260869,0.2410183579180723,0.5457310998852527
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5391343622267947,-0.2225461370779451,,,0.5391343622267947,-0.2225461370779451,0.5117710280218454,-0.3627661375280108,0.8905839692353259,0.8913043478260869,0.2654616799923195,0.5458107463391331
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5341416477113192,-0.40755863767178174,,,0.5341416477113192,-0.40755863767178174,0.5117710280218454,-0.3627661375280108,0.9575214176647424,0.9782608695652174,0.2624217157500305,0.5463684068414727
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5338910268848075,-0.42508613772804,,,0.5338910268848075,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.8381557748286652,0.9782608695652174,0.2663461366288883,0.5466436110166487
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5403798600421884,-0.283803864547292,,,0.5403798600421884,-0.283803864547292,0.5117710280218454,-0.3627661375280108,0.972858328064846,0.8913043478260869,0.2440958559956929,0.5488939759786071
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5410782599608474,-0.29159386457229564,,,0.5410782599608474,-0.29159386457229564,0.5117710280218454,-0.3627661375280108,0.7396953835457494,0.8695652173913043,0.27723906088219513,0.5498260758980162
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5418880886982491,-0.27760727361831183,,,0.5418880886982491,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.9193033405424568,0.8913043478260869,0.2574272007801888,0.5502163069067985
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5434656397360721,-0.27265000087512764,,,0.5434656397360721,-0.27265000087512764,0.5117710280218454,-0.3627661375280108,0.9544687119891491,0.8913043478260869,0.24369065244764454,0.5516451397623259
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.5398307354316987,-0.42455500136269875,,,0.5398307354316987,-0.42455500136269875,0.5117710280218454,-0.3627661375280108,0.8307003184645605,0.9782608695652174,0.25775304708104413,0.5525673854725797
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5459466061758645,-0.2788465918041078,,,0.5459466061758645,-0.2788465918041078,0.5117710280218454,-0.3627661375280108,0.851999999251349,0.8913043478260869,0.25530647117039373,0.5543120039299878
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5428771084712621,-0.3974670467302997,,,0.5428771084712621,-0.3974670467302997,0.5117710280218454,-0.3627661375280108,0.8303039721097694,0.9565217391304348,0.2277577784104579,0.5548011198731712
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.5502814426858136,-0.22608704618021946,,,0.5502814426858136,-0.22608704618021946,0.5117710280218454,-0.3627661375280108,0.9799010674845525,0.8913043478260869,0.20212147192593172,0.5570640540712202
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5464287455380002,-0.3905622739808647,,,0.5464287455380002,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.9790586537674373,0.9782608695652174,0.2191504209505323,0.5581456137574262
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5515196911893606,-0.22608704618021946,,,0.5515196911893606,-0.22608704618021946,0.5117710280218454,-0.3627661375280108,0.9184701451162862,0.8695652173913043,0.22309287846613995,0.5583023025747672
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.550423081956499,-0.28079409181035875,,,0.550423081956499,-0.28079409181035875,0.5117710280218454,-0.3627661375280108,0.9727658696626054,0.8913043478260869,0.2290592052466782,0.5588469047108098
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5522382978017324,-0.2788465918041078,,,0.5522382978017324,-0.2788465918041078,0.5117710280218454,-0.3627661375280108,0.9148679874062271,0.8913043478260869,0.244027540709182,0.5606036955558557
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5508544247998115,-0.39268681944222933,,,0.5508544247998115,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.9316452177862711,0.9782608695652174,0.22117054281607662,0.5626350293830784
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.5559717454905331,-0.25972568265182616,,,0.5559717454905331,-0.25972568265182616,0.5117710280218454,-0.3627661375280108,0.9529766173528635,0.8913043478260869,0.22759978310664164,0.5637635159700879
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5567756284083761,-0.249102955345003,,,0.5567756284083761,-0.249102955345003,0.5117710280218454,-0.3627661375280108,0.9750078720035881,0.8913043478260869,0.1997792133146496,0.5642487170687263
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5527181451166077,-0.3905622739808647,,,0.5527181451166077,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.9949613072429433,0.9782608695652174,0.17345622317688125,0.5644350133360336
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5533292057801422,-0.387198410333704,,,0.5533292057801422,-0.387198410333704,0.5117710280218454,-0.3627661375280108,0.9402678803527568,0.9565217391304348,0.20121978996326123,0.5649451580901533
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5532340581114527,-0.3939261376280253,,,0.5532340581114527,-0.3939261376280253,0.5117710280218454,-0.3627661375280108,0.99344947263536,0.9782608695652174,0.17679361759000678,0.5650518422402934
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.5570054949868004,-0.27760727361831183,,,0.5570054949868004,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.9666151418044029,0.8913043478260869,0.20826196316522885,0.5653337131953498
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.559031289844667,-0.29106272820695445,,,0.559031289844667,-0.29106272820695445,0.5117710280218454,-0.3627661375280108,0.8582722881331581,0.8695652173913043,0.231403540307294,0.5677631716908756
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,0.0,0.5,0.4,0.4,80,1.0,41,46,0.5514393105718126,-0.3905622739808647,,,0.5514393105718126,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.5263292056261705,0.6521739130434783,0.24364715764443534,0.5685835647349097
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5586819302225257,-0.4050800013001897,,,0.5586819302225257,-0.4050800013001897,0.5117710280218454,-0.3627661375280108,0.9774489526016623,0.9782608695652174,0.20225682305266085,0.5708343302615313
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.564168796979449,-0.27760727361831183,,,0.564168796979449,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.7319955971563895,0.8478260869565217,0.23430225761717755,0.5724970151879983
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,4.0,1.75,0.4,0.4,80,1.0,41,46,0.560974553389117,-0.42313863772178906,,,0.560974553389117,-0.42313863772178906,0.5117710280218454,-0.3627661375280108,0.9401056893375507,0.9782608695652174,0.20967546072341875,0.5736687125207707
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.568449633138728,-0.2813252281756999,,,0.568449633138728,-0.2813252281756999,0.5117710280218454,-0.3627661375280108,0.8695791733035182,0.8695652173913043,0.21387474213730853,0.576889389983999
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5692910840813725,-0.2832727281819508,,,0.5692910840813725,-0.2832727281819508,0.5117710280218454,-0.3627661375280108,0.9421074097357237,0.8913043478260869,0.20215036986557247,0.577789265926831
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.5714871604196801,-0.2252018189046509,,,0.5714871604196801,-0.2252018189046509,0.5117710280218454,-0.3627661375280108,0.8293342125088781,0.8260869565217391,0.21024543804748128,0.5782432149868196
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.5690433669576955,-0.3939261376280253,,,0.5690433669576955,-0.3939261376280253,0.5117710280218454,-0.3627661375280108,0.9757499822081979,0.9782608695652174,0.18581686642663736,0.5808611510865362
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.05,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.5758727194011236,-0.22661818254556065,,,0.5758727194011236,-0.22661818254556065,0.5117710280218454,-0.3627661375280108,0.9742390701968646,0.8913043478260869,0.17116369029865475,0.5826712648774904
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.5712035627256714,-0.39268681944222933,,,0.5712035627256714,-0.39268681944222933,0.5117710280218454,-0.3627661375280108,0.8306350361203981,0.9347826086956522,0.19257805676606618,0.5829841673089383
