mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,n,target_construction,endpoint_delta,endpoint_stretch,repeat
0.007857353992729077,0.08864171700011839,0.9561910499716906,0.9083553585939398,0.9559191581868677,0.9626092672612333,-0.8507562219805709,1.5783870467659673,0.36352371683333196,0.29729166068560214,87,feature_spread_endpoint_expansion,0.1,0.25,2
0.006942902483567871,0.0833240810544459,0.9633824462721219,0.917304503223136,0.9637800953585214,0.9666877975304128,-0.8764873846445345,1.476781202694844,0.36558590112738387,0.30281279603665173,87,feature_spread_endpoint_expansion,0.1,0.25,3
0.0077359287671542355,0.08795412876695577,0.9579706467719243,0.9136620754069651,0.9579119618204522,0.9625661254196095,-0.8606210386802833,1.5522288143005074,0.3683731220457265,0.30337644226756616,87,feature_spread_endpoint_expansion,0.1,0.25,4
0.007458118139476031,0.0863603968232895,0.9567477443553534,0.9105375818480834,0.9564890785040084,0.9641482142150058,-0.9035348915392469,1.5717198502547287,0.37032881917675636,0.3016610356701284,87,feature_spread_endpoint_expansion,0.1,0.25,5
0.009380993996165925,0.09685553157236775,0.9493099423441205,0.9040133524546882,0.9494306096681303,0.9544712039725975,-0.9109932446989595,1.4984877032183177,0.3663736680686045,0.29999139140338105,87,feature_spread_endpoint_expansion,0.1,0.25,6
0.008240381231035238,0.0907765455998147,0.955086787341802,0.9029470904109704,0.9550624373116696,0.9604253502665402,-0.909173117906498,1.524629368478138,0.3706114193393887,0.2988189969738774,87,feature_spread_endpoint_expansion,0.1,0.25,7
0.008124483678861464,0.09013591780672932,0.9574230785256984,0.9084989450156229,0.9571776006097601,0.9604458169547108,-0.9922555825919861,1.5662499929977476,0.3804108509048659,0.31215201962459654,87,feature_spread_endpoint_expansion,0.1,0.5,0
0.007205249816201257,0.08488374294410714,0.9611465426000335,0.9154015697013638,0.9609311951539565,0.9649508058086232,-0.9236124462162065,1.5359273641000746,0.3796641610226123,0.31040320470477084,87,feature_spread_endpoint_expansion,0.1,0.5,1
0.007476712751500987,0.08646798685930526,0.9585364672930241,0.9109368575916339,0.9578783155983581,0.9636794969693938,-0.8959551887474881,1.5869299146247435,0.3757700686951612,0.306371986225863,87,feature_spread_endpoint_expansion,0.1,0.5,2
0.00674584825856865,0.08213311304564469,0.9637657440444798,0.9192006825616804,0.9633734949168175,0.9672545471698778,-0.9228168833278335,1.457037054817292,0.3766407544670714,0.3100370751414348,87,feature_spread_endpoint_expansion,0.1,0.5,3
0.007580418142151084,0.08706559677709148,0.9584634581935273,0.9151651757924304,0.9584066137274059,0.9630353952099104,-0.8955586982888304,1.5779670573265534,0.3802646656065223,0.3108083234621818,87,feature_spread_endpoint_expansion,0.1,0.5,4
0.007194506263592071,0.08482043541265319,0.957486961487758,0.9121110881514966,0.956728671195887,0.9649874628999774,-0.9507253656790331,1.5809295877762217,0.3822181389495403,0.3093592040128766,87,feature_spread_endpoint_expansion,0.1,0.5,5
0.009146342217822307,0.09563651090364134,0.9499031412775317,0.9061527201850366,0.9505486758933842,0.9553090857089481,-0.9490988467803266,1.515274475788717,0.37851984569333846,0.3079373419833296,87,feature_spread_endpoint_expansion,0.1,0.5,6
0.007794386266575603,0.08828582143569602,0.9552875623654181,0.9060255982314788,0.95555050416895,0.9620977077001499,-0.9456062391336172,1.538896237329231,0.382291120555747,0.30591051708198297,87,feature_spread_endpoint_expansion,0.1,0.5,7
0.008325845429715392,0.09124607076315885,0.9567751227676646,0.9089109712029381,0.9542631056886871,0.9604246006016735,-1.0905019537334621,1.6378698597540513,0.40707581393108827,0.3246800044041793,87,feature_spread_endpoint_expansion,0.1,1.0,0
0.007288950548319749,0.08537535094112204,0.9616484801590738,0.9180382158477434,0.9603852289647753,0.9653127231684083,-1.0151420477206794,1.5646536432796432,0.40446764496870063,0.3243952024574214,87,feature_spread_endpoint_expansion,0.1,1.0,1
0.007366802390716125,0.08583007858971192,0.9588558821033225,0.9149282303106053,0.9577571630946395,0.9645639477805973,-0.9863531222813241,1.6040156503422744,0.4005680141872794,0.32126648245478934,87,feature_spread_endpoint_expansion,0.1,1.0,2
