shuffle_id,shuffle_auc_like,shuffle_spearman_vs_target,observed_auc_like,observed_spearman_vs_org_score,observed_minus_shuffle_auc,observed_minus_shuffle_spearman
158,0.5158730158730159,0.12904045339065856,0.949546485260771,0.919562243502052,0.4336734693877551,0.7905217901113935
159,0.48922902494331066,0.12210279460621458,0.949546485260771,0.919562243502052,0.46031746031746035,0.7974594488958374
160,0.5544217687074829,0.2076998241156928,0.949546485260771,0.919562243502052,0.39512471655328807,0.7118624193863592
161,0.4710884353741497,0.24784053156146182,0.949546485260771,0.919562243502052,0.47845804988662133,0.6717217119405902
162,0.4166666666666667,0.17951924956028922,0.949546485260771,0.919562243502052,0.5328798185941044,0.7400429939417628
163,0.5873015873015873,0.14604260308774672,0.949546485260771,0.919562243502052,0.3622448979591837,0.7735196404143052
164,0.4767573696145125,0.17957787766269298,0.949546485260771,0.919562243502052,0.47278911564625853,0.739984365839359
165,0.47278911564625853,0.020832519054133282,0.949546485260771,0.919562243502052,0.4767573696145125,0.8987297244479187
166,0.48639455782312924,0.1345124096150088,0.949546485260771,0.919562243502052,0.4631519274376418,0.7850498338870432
167,0.6026077097505669,0.1496189173343756,0.949546485260771,0.919562243502052,0.34693877551020413,0.7699433261676764
168,0.5198412698412699,0.0893296853625171,0.949546485260771,0.919562243502052,0.42970521541950113,0.8302325581395349
169,0.4965986394557823,0.16853625170998632,0.949546485260771,0.919562243502052,0.4529478458049887,0.7510259917920656
170,0.4688208616780045,0.0386750048856752,0.949546485260771,0.919562243502052,0.4807256235827665,0.8808872386163767
171,0.4631519274376417,0.11512605042016806,0.949546485260771,0.919562243502052,0.4863945578231293,0.8044361930818839
172,0.5022675736961452,0.15712331444205588,0.949546485260771,0.919562243502052,0.44727891156462585,0.7624389290599961
173,0.5634920634920635,0.18981825288254836,0.949546485260771,0.919562243502052,0.3860544217687075,0.7297439906195036
174,0.39172335600907027,0.21072894273988665,0.949546485260771,0.919562243502052,0.5578231292517007,0.7088333007621653
175,0.44841269841269843,0.2805354700019543,0.949546485260771,0.919562243502052,0.5011337868480725,0.6390267735000976
176,0.5306122448979592,0.19837795583349618,0.949546485260771,0.919562243502052,0.4189342403628118,0.7211842876685558
177,0.45918367346938777,0.20791479382450656,0.949546485260771,0.919562243502052,0.49036281179138325,0.7116474496775453
178,0.5770975056689343,0.3050811022083252,0.949546485260771,0.919562243502052,0.37244897959183676,0.6144811412937268
179,0.5028344671201814,0.09552472151651357,0.949546485260771,0.919562243502052,0.4467120181405896,0.8240375219855384
180,0.5317460317460317,0.05722102794606214,0.949546485260771,0.919562243502052,0.41780045351473927,0.8623412155559899
181,0.4971655328798186,0.20414305256986515,0.949546485260771,0.919562243502052,0.45238095238095244,0.7154191909321868
182,0.5249433106575964,0.16877076411960135,0.949546485260771,0.919562243502052,0.42460317460317465,0.7507914793824506
183,0.5612244897959183,0.2654485049833887,0.949546485260771,0.919562243502052,0.3883219954648527,0.6541137385186633
184,0.6099773242630385,0.09515341020128983,0.949546485260771,0.919562243502052,0.3395691609977325,0.8244088333007621
185,0.44160997732426305,0.14670705491498925,0.949546485260771,0.919562243502052,0.5079365079365079,0.7728551885870627
186,0.6213151927437641,0.2467265976157905,0.949546485260771,0.919562243502052,0.3282312925170069,0.6728356458862614
187,0.6213151927437641,0.3336916161813563,0.949546485260771,0.919562243502052,0.3282312925170069,0.5858706273206957
188,0.5436507936507936,0.21203830369357046,0.949546485260771,0.919562243502052,0.4058956916099774,0.7075239398084815
189,0.5085034013605442,0.05237443814735196,0.949546485260771,0.919562243502052,0.44104308390022684,0.8671878053547
190,0.5379818594104309,0.0681063122923588,0.949546485260771,0.919562243502052,0.41156462585034015,0.8514559312096932
191,0.5408163265306123,0.09831932773109243,0.949546485260771,0.919562243502052,0.4087301587301587,0.8212429157709595
192,0.6145124716553289,0.17011921047488762,0.949546485260771,0.919562243502052,0.33503401360544216,0.7494430330271643
193,0.5804988662131519,0.10611686535079148,0.949546485260771,0.919562243502052,0.36904761904761907,0.8134453781512605
194,0.41043083900226757,0.1955638069181161,0.949546485260771,0.919562243502052,0.5391156462585034,0.7239984365839358
195,0.5402494331065759,0.12220050811022083,0.949546485260771,0.919562243502052,0.4092970521541951,0.7973617353918311
196,0.5090702947845805,0.10351768614422513,0.949546485260771,0.919562243502052,0.44047619047619047,0.8160445573578268
197,0.56859410430839,0.08327144811412938,0.949546485260771,0.919562243502052,0.38095238095238104,0.8362907953879226
198,0.5816326530612245,0.17301153019347273,0.949546485260771,0.919562243502052,0.36791383219954654,0.7465507133085793
199,0.562358276643991,0.060523744381473524,0.949546485260771,0.919562243502052,0.38718820861678005,0.8590384991205784
