galaxy_name,v_flat_obs_km_s,model,v_pred_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,Vflat_km_s,e_Vflat,sigma_logv_obs_dex,sigma_total_dex,loglike_i
NGC3917,135.9,m4c_full_frozen,128.3974084712592,0.944793292650914,-0.0246631985603293,0.0246631985603293,135.9,4.1,0.013102335362791259,0.0327363894154357,2.216532822172147
NGC3953,220.8,m4c_full_frozen,218.36466856426892,0.9889704192222326,-0.0048166982518404,0.0048166982518404,220.8,6.1,0.011998171827943096,0.03231030992133699,2.502318517036769
NGC3972,132.7,m4c_full_frozen,119.9515871542582,0.9039305738828802,-0.0438649241014279,0.0438649241014279,132.7,2.9,0.00949098717045539,0.03146551822979798,1.5682182201563388
NGC3992,241.0,m4c_full_frozen,241.85086279925488,1.0035305510342525,0.0015305984912925,0.0015305984912925,241.0,5.2,0.009370669319074312,0.03142943593969578,2.539886019989406
NGC4088,171.7,m4c_full_frozen,202.7172968761069,1.1806482054519911,0.0721205113385047,0.0721205113385047,171.7,6.9,0.017452719424184263,0.034707310689526184,0.28290105036788527
NGC4100,158.2,m4c_full_frozen,176.30260548306896,1.1144286060876674,0.0470522513938085,0.0470522513938085,158.2,5.0,0.013726121425513648,0.032991004976931894,1.4755378232966205
NGC4157,184.7,m4c_full_frozen,211.93960028992663,1.1474802397938637,0.0597452154969878,0.0597452154969878,184.7,7.2,0.016929725336780797,0.03444728726589131,0.9453228480933802
NGC4183,110.6,m4c_full_frozen,119.28768175360766,1.0785504679349698,0.032840471583085,0.032840471583085,110.6,5.4,0.021204251376831462,0.0367371783953512,1.9854719070433444
NGC4217,181.3,m4c_full_frozen,202.29379008895256,1.1157958637007863,0.0475847471305848,0.0475847471305848,181.3,7.2,0.01724721604910873,0.03460442835020734,1.4993772234988851
NGC4559,121.2,m4c_full_frozen,139.70886203436353,1.1527133831218113,0.0617213353931001,0.0617213353931001,121.2,5.1,0.018274767802859603,0.035127868398871484,0.8862138980635832
NGC5005,262.2,m4c_full_frozen,236.74602420736105,0.9029215263438636,-0.0443499929387442,0.0443499929387442,262.2,20.7,0.03428640646604619,0.04555828868992924,1.6959944360954935
NGC5033,194.2,m4c_full_frozen,192.28174262335853,0.9901222586166766,-0.0043111761455451,0.0043111761455451,194.2,3.6,0.008050773093984071,0.03106147046440039,2.5432165633541595
NGC5055,179.0,m4c_full_frozen,222.4131443276712,1.2425315325568222,0.0943074189278329,0.0943074189278329,179.0,4.9,0.011888508163832032,0.032269747850912946,-1.7557333278971545
NGC5371,209.5,m4c_full_frozen,268.0821211003315,1.2796282630087423,0.1070838237324706,0.1070838237324706,209.5,3.9,0.008084718278867217,0.03107028596020078,-3.3866255321081464
NGC5585,90.3,m4c_full_frozen,93.62765316919872,1.0368510871450578,0.0157163873677569,0.0157163873677569,90.3,2.4,0.011542710482478452,0.03214396001245518,2.3990622434947912
NGC5907,215.0,m4c_full_frozen,209.66943928085624,0.975206694329564,-0.0109033261546345,0.0109033261546345,215.0,2.9,0.0058579255698578145,0.030566571479019266,2.5052896389877097
NGC5985,293.6,m4c_full_frozen,247.0050176965448,0.8412977441980407,-0.0750502755722731,0.0750502755722731,293.6,8.6,0.01272115989226146,0.03258570098992013,-0.14734342377498555
NGC6195,251.7,m4c_full_frozen,279.2021577731948,1.1092656248438413,0.0450355547973544,0.0450355547973544,251.7,9.3,0.016046637591180937,0.03402197198844742,1.5856932633727205
NGC6503,116.3,m4c_full_frozen,115.02422131435556,0.9890302778534444,-0.0047904128483258,0.0047904128483258,116.3,2.4,0.008962224906000037,0.031310085839322245,2.533172116839243
NGC6674,241.3,m4c_full_frozen,259.9080388998896,1.077115784914586,0.0322623904351289,0.0322623904351289,241.3,4.9,0.008819075678930519,0.031269411504387216,2.0139165850105782
NGC6946,158.9,m4c_full_frozen,171.77113572436693,1.081001483476192,0.0338262899432106,0.0338262899432106,158.9,10.9,0.029791125567938604,0.042278968324743746,1.924468036183197
NGC7331,239.0,m4c_full_frozen,258.5089909040961,1.0816275770045862,0.0340777514417192,0.0340777514417192,239.0,5.4,0.009812511306600668,0.03156398862853309,1.9539883794019435
NGC7814,218.9,m4c_full_frozen,206.92698513381484,0.9453037237725668,-0.0244286313153802,0.0244286313153802,218.9,7.0,0.013887900289277123,0.033058641448869365,2.217511353974226
UGC00128,129.3,m4c_full_frozen,133.19660971606464,1.030136192699649,0.0128946458972553,0.0128946458972553,129.3,2.8,0.009404675555522851,0.03143959163705294,2.4566412034278575
UGC00731,73.3,m4c_full_frozen,83.55044525791908,1.139842363682389,0.0568447940412088,0.0568447940412088,73.3,2.3,0.0136272484089697,0.0329499908831515,1.0056960032608122
UGC01230,103.7,m4c_full_frozen,125.67903163159885,1.211948231741551,0.0834840693771751,0.0834840693771751,103.7,6.1,0.025546734229603043,0.039403497684824526,0.0705238297875419
UGC01281,55.2,m4c_full_frozen,56.59786875752487,1.0253237093754506,0.0108610000266834,0.0108610000266834,55.2,3.5,0.027536787801836618,0.04072191894352939,2.246482763772911
UGC02487,332.0,m4c_full_frozen,344.45628868310934,1.0375189418165944,0.0159960343010752,0.0159960343010752,332.0,3.5,0.004578405682715003,0.03034735241492274,2.4371912201819024
UGC02885,289.5,m4c_full_frozen,267.9255399206608,0.9254768218330252,-0.0336344534924578,0.0336344534924578,289.5,12.0,0.018001843809461217,0.03498666003693746,1.971752221802708
UGC03205,219.6,m4c_full_frozen,224.3218621711867,1.0215021046046753,0.0092392657479627,0.0092392657479627,219.6,8.6,0.01700788954630221,0.03448576962776408,2.4123806740423674
UGC03546,196.9,m4c_full_frozen,225.7367528112344,1.146453797923994,0.0593565573555587,0.0593565573555587,196.9,7.4,0.016321885048674777,0.034152656288232594,0.9476930183593475
UGC04278,91.4,m4c_full_frozen,79.44078140808993,0.8691551576377454,-0.0609026883488162,0.0609026883488162,91.4,4.8,0.022807587671067924,0.0376853559804528,1.053681950211009
UGC04325,90.9,m4c_full_frozen,77.21289184749469,0.8494267529977413,-0.0708740648707405,0.0708740648707405,90.9,2.7,0.01289983609613619,0.03265586886468003,0.14762247866602785
UGC04499,72.8,m4c_full_frozen,81.40952833469596,1.1182627518502193,0.0485438592494414,0.0485438592494414,72.8,2.4,0.014317400502305004,0.03324135913502039,1.4187178367196762
UGC05005,98.9,m4c_full_frozen,106.11924294591644,1.0729953786240285,0.0305978514697671,0.0305978514697671,98.9,7.2,0.03161698958244098,0.043584791272371394,1.9676850904155747
UGC05721,79.7,m4c_full_frozen,69.50406644054378,0.872071097121001,-0.0594481070070641,0.0594481070070641,79.7,6.6,0.03596416035836213,0.04683397090021287,1.3365993189846912
UGC06399,85.0,m4c_full_frozen,79.18776867377045,0.9316208079267112,-0.0307608199797454,0.0307608199797454,85.0,3.8,0.019415518014498315,0.03573460983096511,2.0421974738924265
UGC06446,82.2,m4c_full_frozen,83.18917299910873,1.0120337347823447,0.0051949893670559,0.0051949893670559,82.2,4.3,0.02271856778812631,0.03763154690341191,2.351445300103573
UGC06614,199.8,m4c_full_frozen,250.63734314036813,1.2544411568586993,0.0984502943067262,0.0984502943067262,199.8,16.0,0.03477833688914929,0.045929649647859956,-0.13559446317494883
UGC06667,83.8,m4c_full_frozen,73.78901586001074,0.8805371821003668,-0.0552523005256959,0.0552523005256959,83.8,3.1,0.016065786323389983,0.03403100777509865,1.1435273318810566
UGC06786,219.4,m4c_full_frozen,210.5040355276997,0.9594532157142192,-0.0179761972208674,0.0179761972208674,219.4,7.8,0.015439822054901384,0.033740007484987594,2.328202087091438
UGC06917,108.7,m4c_full_frozen,104.33054618752848,0.959802632819949,-0.0178180630954004,0.0178180630954004,108.7,3.5,0.013983722968365971,0.03309901068092529,2.3444158290121595
UGC06930,107.2,m4c_full_frozen,113.31954022629942,1.0570852633050318,0.0241100184232918,0.0241100184232918,107.2,5.1,0.020661397926367387,0.03642654752061604,2.17447606698948
UGC06983,109.0,m4c_full_frozen,106.36490946102916,0.9758248574406346,-0.0106281231864467,0.0106281231864467,109.0,5.8,0.023109247660906978,0.0378686853145595,2.3153079586268137
UGC07125,65.2,m4c_full_frozen,111.27246923349932,1.7066329637039772,0.2321401297980161,0.2321401297980161,65.2,2.1,0.01398801245393909,0.03310082313797581,-22.102685487701464
UGC07151,73.5,m4c_full_frozen,78.92969793087273,1.0738734412363635,0.0309531016509037,0.0309531016509037,73.5,2.8,0.01654455169155245,0.034259629167205694,2.0467054339006507
UGC07399,103.0,m4c_full_frozen,73.83447925988595,0.7168396044649121,-0.144578008472295,0.144578008472295,103.0,3.3,0.013914289226026513,0.0330697360840016,-7.066613358487508
UGC07524,79.5,m4c_full_frozen,89.80885136279126,1.1296710863244184,0.0529520132288566,0.0529520132288566,79.5,3.6,0.01966616521826046,0.03587140998611453,1.3193489837586863
UGC07603,61.6,m4c_full_frozen,57.941492612499005,0.940608646306802,-0.0265910334295371,0.0265910334295371,61.6,2.8,0.019740658268329627,0.03591230414310631,2.133608460953835
UGC08286,82.4,m4c_full_frozen,74.87094457286696,0.9086279681173174,-0.0416138994693549,0.0416138994693549,82.4,2.3,0.012122297431765522,0.03235660821260765,1.6849692589543042
UGC08490,78.6,m4c_full_frozen,75.55060558750922,0.9612036334288706,-0.0171845961961374,0.0171845961961374,78.6,3.8,0.020996425333744996,0.03661761702781229,2.2781666963340763
UGC08550,56.9,m4c_full_frozen,58.68102915994972,1.0313010397179214,0.0133854555888479,0.0133854555888479,56.9,1.9,0.014501924703272029,0.033321251778697804,2.4019361936658647
UGC09133,226.8,m4c_full_frozen,285.3114381478149,1.2579869406870148,0.099676132669659,0.099676132669659,226.8,4.2,0.008042490405615773,0.031059324717778745,-2.5966212504838957
UGC10310,71.4,m4c_full_frozen,83.66752723115584,1.1718141068789334,0.0688587219551644,0.0688587219551644,71.4,3.9,0.023721967498917113,0.03824567612187919,0.7240093506713663
UGC11455,269.4,m4c_full_frozen,267.93790871787155,0.9945727866290704,-0.0023634280502215,0.0023634280502215,269.4,7.4,0.01192939556824077,0.03228483356970518,2.5115396506209757
UGC11914,288.1,m4c_full_frozen,255.1665290039442,0.8856873620407643,-0.0527195522682522,0.0527195522682522,288.1,10.5,0.01582815709817474,0.03391947165161184,1.2569711991873969
UGC12632,71.7,m4c_full_frozen,87.54914529433222,1.2210480515248563,0.086732754937078,0.086732754937078,71.7,2.8,0.016959896085482633,0.03446212522800022,-0.7180741356046538
UGCA442,56.4,m4c_full_frozen,52.88903485530941,0.9377488449522946,-0.0279134621078221,0.0279134621078221,56.4,2.1,0.01617053921980193,0.034080585949469125,2.1246732107921664
D631-7,57.7,mond_simple_btfr,52.68300333001408,0.913050317677887,-0.039505288087067,0.039505288087067,57.7,2.7,0.020322272116789945,0.03623526933788209,1.8044677270249978
DDO064,46.1,mond_simple_btfr,48.90344168429037,1.0608121840410056,0.025638499212459,0.025638499212459,46.1,3.9,0.0367407479267393,0.04743292694127359,1.9834185516953724
DDO161,66.3,mond_simple_btfr,76.10781231282921,1.147930804115071,0.0599157101031501,0.0599157101031501,66.3,1.9,0.012445844881088663,0.03247920957788414,0.8066829927660006
ESO079-G014,175.0,mond_simple_btfr,147.8976398152607,0.8451293703729184,-0.0730768052058808,0.0730768052058808,175.0,3.5,0.008685889638065035,0.031232109739891822,-0.18995561799944172
ESO116-G012,109.1,mond_simple_btfr,86.93424403955038,0.7968308344596735,-0.098633868639843,0.098633868639843,109.1,3.1,0.012340173179652435,0.03243886363767716,-2.113188991037625
ESO563-G021,314.6,mond_simple_btfr,233.88964509869035,0.7434508744395751,-0.1287477233958003,0.1287477233958003,314.6,11.7,0.016151447674087875,0.034071531547155295,-4.6791127416291545
F563-1,109.9,mond_simple_btfr,95.42975808217643,0.8683326486094308,-0.061313869546994,0.061313869546994,109.9,12.5,0.04939655162684847,0.05779290019218543,1.3691710420307435
F563-V2,116.6,mond_simple_btfr,91.37759813591772,0.783684375093634,-0.105858812002349,0.105858812002349,116.6,9.4,0.03501173353250915,0.04610663168082685,-0.477847739924234
F568-V1,112.3,mond_simple_btfr,95.51225299671252,0.8505098218763361,-0.0703206666933115,0.0703206666933115,112.3,15.8,0.06110287456875672,0.06807026722854272,1.2346698049117855
F571-8,139.7,mond_simple_btfr,104.37478381317096,0.7471351740384464,-0.1266008171563595,0.1266008171563595,139.7,4.3,0.013367689850994865,0.03284349451493235,-4.932175488210829
F574-1,97.8,mond_simple_btfr,106.0943561164216,1.0848093672435748,0.0353534266378766,0.0353534266378766,97.8,4.1,0.01820661938449215,0.035092463427519094,1.9233662591300487
F579-V1,112.1,mond_simple_btfr,109.1425512517078,0.9736177631731294,-0.0116115112183184,0.0116115112183184,112.1,13.4,0.05191388097683831,0.05995874446715286,1.8764082349865583
F583-1,85.8,mond_simple_btfr,85.27662230155448,0.9939000268246444,-0.0026572976770827,0.0026572976770827,85.8,3.6,0.018222146093842734,0.03510052148138754,2.4277351074960176
IC4202,242.6,mond_simple_btfr,202.8276746883573,0.8360580160278539,-0.0777635848019734,0.0777635848019734,242.6,11.0,0.019691835535596742,0.035885489919478465,0.060555628763533154
NGC0024,106.3,mond_simple_btfr,82.03380687682106,0.7717197260284202,-0.1125403985503548,0.1125403985503548,106.3,7.9,0.03227588341519934,0.04406509559993646,-1.0582016904595357
NGC0100,88.1,mond_simple_btfr,90.77112028141242,1.0303191859411172,0.0129717870535531,0.0129717870535531,88.1,6.4,0.031549201863573344,0.04353564215936753,2.1708473380914626
NGC0801,220.1,mond_simple_btfr,233.65200456150848,1.061572033446199,0.0259494687486376,0.0259494687486376,220.1,6.2,0.01223364737755639,0.03239848959686844,2.189946999308427
NGC0891,216.1,mond_simple_btfr,185.97001889440784,0.8605738958556587,-0.0652118316880249,0.0652118316880249,216.1,5.7,0.011455245473616545,0.032112655587179524,0.45765343115900237
NGC1003,109.8,mond_simple_btfr,115.6445870046507,1.0532293898419918,0.0225229693745119,0.0225229693745119,109.8,4.2,0.016612357231271926,0.034292425005814225,2.23820479845401
NGC1090,164.4,mond_simple_btfr,166.02173646450927,1.009864577034728,0.004263138743227,0.004263138743227,164.4,3.7,0.009774267536752018,0.03155212046566767,2.528048029144558
NGC2403,131.2,mond_simple_btfr,110.24451032869756,0.8402782799443412,-0.0755768622359339,0.0755768622359339,131.2,4.9,0.016219839644252547,0.034104005601765706,0.0039188743477844845
NGC2841,284.8,mond_simple_btfr,203.2050892692085,0.7135010156924457,-0.1466054043162431,0.1466054043162431,284.8,8.6,0.013114229439494259,0.032741151687008474,-7.524762432520555
NGC2903,184.6,mond_simple_btfr,163.0010139476626,0.8829957418616609,-0.0540413907490937,0.0540413907490937,184.6,5.6,0.013174697175829957,0.032765418441930844,1.139278084252694
NGC2998,209.9,mond_simple_btfr,203.0053027491536,0.9671524666467536,-0.0145050562129409,0.0145050562129409,209.9,8.1,0.016759339225423248,0.03436386839796722,2.36272603822906
NGC3109,66.2,mond_simple_btfr,58.42069600023512,0.8824878549884458,-0.0542912627648367,0.0542912627648367,66.2,2.6,0.017056882975052184,0.03450995880647534,1.210080766880634
NGC3198,150.1,mond_simple_btfr,152.08838113024217,1.0132470428397211,0.0057153449276559,0.0057153449276559,150.1,3.9,0.011284133773635456,0.0320520151475894,2.505558626141341
NGC3521,213.7,mond_simple_btfr,166.22923152259304,0.7778625714674452,-0.1090971250223889,0.1090971250223889,213.7,15.9,0.0323129726825536,0.04409226920428858,-0.8585268274975024
NGC3741,50.1,mond_simple_btfr,44.93781360356508,0.8969623473765486,-0.0472257873570313,0.0472257873570313,50.1,2.1,0.01820396031929798,0.03509108392892097,1.5252729230199789
NGC3893,174.0,mond_simple_btfr,155.77725548258672,0.8952715832332571,-0.0480452002059045,0.0480452002059045,174.0,8.9,0.0222139131548215,0.03732904951441909,1.5407668591002432
NGC3917,135.9,mond_simple_btfr,121.0770975444322,0.890927870084122,-0.0501574552139444,0.0501574552139444,135.9,4.1,0.013102335362791259,0.0327363894154357,1.32656910726364
NGC3953,220.8,mond_simple_btfr,185.54302391673224,0.8403216662895482,-0.0755544387551291,0.0755544387551291,220.8,6.1,0.011998171827943096,0.03231030992133699,-0.22062763240142846
NGC3972,132.7,mond_simple_btfr,108.7771197763944,0.8197220781943813,-0.086333367574277,0.086333367574277,132.7,2.9,0.00949098717045539,0.03146551822979798,-1.2241446609764166
NGC3992,241.0,mond_simple_btfr,215.54875181595332,0.8943931610620472,-0.0484715302586026,0.0484715302586026,241.0,5.2,0.009370669319074312,0.03142943593969578,1.3518296952884958
NGC4088,171.7,mond_simple_btfr,179.08410137546542,1.0430058321226874,0.0182867368556962,0.0182867368556962,171.7,6.9,0.017452719424184263,0.034707310689526184,2.30306286919789
NGC4100,158.2,mond_simple_btfr,152.34508350757056,0.9629904140807244,-0.016378035962242,0.016378035962242,158.2,5.0,0.013726121425513648,0.032991004976931894,2.3693557402362098
NGC4157,184.7,mond_simple_btfr,178.50382978500846,0.966452787141356,-0.0148193571396292,0.0148193571396292,184.7,7.2,0.016929725336780797,0.03444728726589131,2.3568488000568366
NGC4183,110.6,mond_simple_btfr,112.56748447958442,1.0177891905929877,0.0076578341470746,0.0076578341470746,110.6,5.4,0.021204251376831462,0.0367371783953512,2.3633019410794733
NGC4217,181.3,mond_simple_btfr,164.56986786479803,0.9077212789012576,-0.0420474836566352,0.0420474836566352,181.3,7.2,0.01724721604910873,0.03460442835020734,1.7066136236849632
NGC4559,121.2,mond_simple_btfr,129.0537568121273,1.06479997369742,0.0272680317387209,0.0272680317387209,121.2,5.1,0.018274767802859603,0.035127868398871484,2.128539399598288
NGC5005,262.2,mond_simple_btfr,195.1467290565953,0.7442667012074573,-0.1282714110838463,0.1282714110838463,262.2,20.7,0.03428640646604619,0.04555828868992924,-1.793822601668718
NGC5033,194.2,mond_simple_btfr,182.92312352785737,0.9419316350559084,-0.0259806169474733,0.0259806169474733,194.2,3.6,0.008050773093984071,0.03106147046440039,2.2030444821820367
NGC5055,179.0,mond_simple_btfr,195.6743670153552,1.0931528883539396,0.0386809066203296,0.0386809066203296,179.0,4.9,0.011888508163832032,0.032269747850912946,1.7962769157582001
NGC5371,209.5,mond_simple_btfr,233.0011712378116,1.112177428342776,0.0461740768174392,0.0461740768174392,209.5,3.9,0.008084718278867217,0.03107028596020078,1.4482931097228862
NGC5585,90.3,mond_simple_btfr,87.6731804538766,0.9709100825456988,-0.0128209888998675,0.0128209888998675,90.3,2.4,0.011542710482478452,0.03214396001245518,2.4390469237827714
NGC5907,215.0,mond_simple_btfr,207.17487439754785,0.9636040669653388,-0.0161013756964449,0.0161013756964449,215.0,2.9,0.0058579255698578145,0.030566571479019266,2.4301695059403556
NGC5985,293.6,mond_simple_btfr,208.9857045175817,0.7118041707002101,-0.1476394716471766,0.1476394716471766,293.6,8.6,0.01272115989226146,0.03258570098992013,-7.759155840694188
NGC6195,251.7,mond_simple_btfr,244.21381408208228,0.9702575052923412,-0.0131129891502333,0.0131129891502333,251.7,9.3,0.016046637591180937,0.03402197198844742,2.387533179844069
NGC6503,116.3,mond_simple_btfr,108.62491563471096,0.9340061533509112,-0.0296502625733938,0.0296502625733938,116.3,2.4,0.008962224906000037,0.031310085839322245,2.096483725828676
NGC6674,241.3,mond_simple_btfr,221.11914261914083,0.916366111144388,-0.0379309801713472,0.0379309801713472,241.3,4.9,0.008819075678930519,0.031269411504387216,1.8104459633278143
NGC6946,158.9,mond_simple_btfr,159.48938934178565,1.0037091840263417,0.0016078980002648,0.0016078980002648,158.9,10.9,0.029791125567938604,0.042278968324743746,2.2438038197089787
NGC7331,239.0,mond_simple_btfr,217.31282111774829,0.9092586657646372,-0.0413125511741806,0.0413125511741806,239.0,5.4,0.009812511306600668,0.03156398862853309,1.6802546916644001
NGC7814,218.9,mond_simple_btfr,157.5503783519389,0.7197367672541749,-0.1428263111130578,0.1428263111130578,218.9,7.0,0.013887900289277123,0.033058641448869365,-6.842362522256089
UGC00128,129.3,mond_simple_btfr,126.13323815902407,0.9755084157697144,-0.0107689795687124,0.0107689795687124,129.3,2.8,0.009404675555522851,0.03143959163705294,2.482085625298348
UGC00731,73.3,mond_simple_btfr,79.9448151731708,1.0906523215985102,0.0376863281540911,0.0376863281540911,73.3,2.3,0.0136272484089697,0.0329499908831515,1.8397515028341687
UGC01230,103.7,mond_simple_btfr,118.45347605253828,1.142270743033156,0.0577690533576761,0.0577690533576761,103.7,6.1,0.025546734229603043,0.039403497684824526,1.2402529807292848
UGC01281,55.2,mond_simple_btfr,54.83044820711593,0.9933052211434044,-0.0029172817256814,0.0029172817256814,55.2,3.5,0.027536787801836618,0.04072191894352939,2.279484168808943
UGC02487,332.0,mond_simple_btfr,255.8063962500976,0.7705011935243904,-0.1132266842127191,0.1132266842127191,332.0,3.5,0.004578405682715003,0.03034735241492274,-4.384160612004071
UGC02885,289.5,mond_simple_btfr,252.4573678120706,0.8720461755166514,-0.059460518231263,0.059460518231263,289.5,12.0,0.018001843809461217,0.03498666003693746,0.9896662807065499
UGC03205,219.6,mond_simple_btfr,182.5245624593397,0.831168317210108,-0.0803110197375321,0.0803110197375321,219.6,8.6,0.01700788954630221,0.03448576962776408,-0.26342251655265514
UGC03546,196.9,mond_simple_btfr,171.42647505970544,0.8706270952752942,-0.0601678210455683,0.0601678210455683,196.9,7.4,0.016321885048674777,0.034152656288232594,0.9061268912032088
UGC04278,91.4,mond_simple_btfr,76.38661333632798,0.8357397520385993,-0.0779289400843308,0.0779289400843308,91.4,4.8,0.022807587671067924,0.0376853559804528,0.2214732950103322
UGC04325,90.9,mond_simple_btfr,74.31114545915385,0.8175043504857409,-0.0875099274910114,0.0875099274910114,90.9,2.7,0.01289983609613619,0.03265586886468003,-1.0877676556870473
UGC04499,72.8,mond_simple_btfr,77.27518022441258,1.0614722558298433,0.0259086473032709,0.0259086473032709,72.8,2.4,0.014317400502305004,0.03324135913502039,2.181281923888991
UGC05005,98.9,mond_simple_btfr,99.53749346226056,1.006445838849955,0.0027904086121613,0.0027904086121613,98.9,7.2,0.03161698958244098,0.043584791272371394,2.2120590381222014
UGC05721,79.7,mond_simple_btfr,63.37596383972424,0.795181478541082,-0.0995337441302128,0.0995337441302128,79.7,6.6,0.03596416035836213,0.04683397090021287,-0.11612892765916616
UGC06399,85.0,mond_simple_btfr,75.53861772474737,0.8886896202911455,-0.0512498922708035,0.0512498922708035,85.0,3.8,0.019415518014498315,0.03573460983096511,1.3842597416631461
UGC06446,82.2,mond_simple_btfr,78.03249834729075,0.9493004665120528,-0.0225963057023996,0.0225963057023996,82.2,4.3,0.02271856778812631,0.03763154690341191,2.180696858116448
UGC06614,199.8,mond_simple_btfr,195.2664340028341,0.977309479493664,-0.0099678887342346,0.0099678887342346,199.8,16.0,0.03477833688914929,0.045929649647859956,2.138155919309726
UGC06667,83.8,mond_simple_btfr,72.91110304463042,0.8700608955206495,-0.0604503500675063,0.0604503500675063,83.8,3.1,0.016065786323389983,0.03403100777509865,0.8838678976922465
UGC06786,219.4,mond_simple_btfr,162.13710829964702,0.7390023167714085,-0.1313542000903415,0.1313542000903415,219.4,7.8,0.015439822054901384,0.033740007484987594,-5.108094084307748
UGC06917,108.7,mond_simple_btfr,99.30616113907692,0.9135801392739368,-0.039253350317022,0.039253350317022,108.7,3.5,0.013983722968365971,0.03309901068092529,1.786089750225116
UGC06930,107.2,mond_simple_btfr,108.71547819232303,1.0141369234358493,0.0060965951138061,0.0060965951138061,107.2,5.1,0.020661397926367387,0.03642654752061604,2.3795130846734307
UGC06983,109.0,mond_simple_btfr,101.23530930663588,0.9287643055654669,-0.0320944838313197,0.0320944838313197,109.0,5.8,0.023109247660906978,0.0378686853145595,1.995546794682311
UGC07125,65.2,mond_simple_btfr,104.58601995535044,1.6040800606648842,0.2052260404052944,0.2052260404052944,65.2,2.1,0.01398801245393909,0.03310082313797581,-16.730916901728765
UGC07151,73.5,mond_simple_btfr,74.75864189227823,1.0171243794867788,0.0073740640553597,0.0073740640553597,73.5,2.8,0.01654455169155245,0.034259629167205694,2.4316848133052993
UGC07399,103.0,mond_simple_btfr,70.70039801933186,0.6864116312556491,-0.1634153659703244,0.1634153659703244,103.0,3.3,0.013914289226026513,0.0330697360840016,-9.719201967727704
UGC07524,79.5,mond_simple_btfr,86.92018140339376,1.0933356151370284,0.0387534953704185,0.0387534953704185,79.5,3.6,0.01966616521826046,0.03587140998611453,1.8253035791543533
UGC07603,61.6,mond_simple_btfr,53.92979327364615,0.8754836570397102,-0.0577519566321839,0.0577519566321839,61.6,2.8,0.019740658268329627,0.03591230414310631,1.114682159899707
UGC08286,82.4,mond_simple_btfr,69.69340071768121,0.8457936980301117,-0.072735555085245,0.072735555085245,82.4,2.3,0.012122297431765522,0.03235660821260765,-0.01460761745397976
UGC08490,78.6,mond_simple_btfr,69.51321923812193,0.8843921022661825,-0.0533551443808987,0.0533551443808987,78.6,3.8,0.020996425333744996,0.03661761702781229,1.3267324121396615
UGC08550,56.9,mond_simple_btfr,53.838177748277104,0.946189415611197,-0.0240219144224796,0.0240219144224796,56.9,1.9,0.014501924703272029,0.033321251778697804,2.2227594551505683
UGC09133,226.8,mond_simple_btfr,233.27024151484508,1.0285284017409395,0.0122162887862699,0.0122162887862699,226.8,4.2,0.008042490405615773,0.031059324717778745,2.475566912703338
UGC10310,71.4,mond_simple_btfr,79.12474939789317,1.1081897674774952,0.0446141357638089,0.0446141357638089,71.4,3.9,0.023721967498917113,0.03824567612187919,1.6644081949421754
UGC11455,269.4,mond_simple_btfr,239.00674905675288,0.8871816965729507,-0.0519874266868556,0.0519874266868556,269.4,7.4,0.01192939556824077,0.03228483356970518,1.217728067274757
UGC11914,288.1,mond_simple_btfr,186.6414838542005,0.6478357648531777,-0.1885350797132683,0.1885350797132683,288.1,10.5,0.01582815709817474,0.03391947165161184,-12.982600661039964
UGC12632,71.7,mond_simple_btfr,82.93089391518214,1.1566372930987745,0.0631971910160832,0.0631971910160832,71.7,2.8,0.016959896085482633,0.03446212522800022,0.7675155824445303
UGCA442,56.4,mond_simple_btfr,50.84924692610069,0.90158239230675,-0.0449945785487826,0.0449945785487826,56.4,2.1,0.01617053921980193,0.034080585949469125,1.5885710240994628
D631-7,57.7,newtonian_outer,44.51234813364735,0.7714445083821031,-0.1126953081882532,0.1126953081882532,57.7,2.7,0.020322272116789945,0.03623526933788209,-2.4375769391102917
DDO064,46.1,newtonian_outer,25.665015450436425,0.5567248470810504,-0.2543593953458663,0.2543593953458663,46.1,3.9,0.0367407479267393,0.04743292694127359,-12.24873972807328
DDO161,66.3,newtonian_outer,37.7305709729956,0.5690885516288929,-0.2448201510186453,0.2448201510186453,66.3,1.9,0.012445844881088663,0.03247920957788414,-25.900618417268145
ESO079-G014,175.0,newtonian_outer,101.8760072413432,0.5821486128076754,-0.2349661330762263,0.2349661330762263,175.0,3.5,0.008685889638065035,0.031232109739891822,-25.752073756163988
ESO116-G012,109.1,newtonian_outer,50.0206496392189,0.4584844146582851,-0.338675422792101,0.338675422792101,109.1,3.1,0.012340173179652435,0.03243886363767716,-51.99174532565703
ESO563-G021,314.6,newtonian_outer,156.1400549171872,0.4963129526929027,-0.30424439050961,0.30424439050961,314.6,11.7,0.016151447674087875,0.034071531547155295,-37.40832496492815
F563-1,109.9,newtonian_outer,39.94093214180925,0.3634297738108212,-0.4395794962022725,0.4395794962022725,109.9,12.5,0.04939655162684847,0.05779290019218543,-26.99454861768739
F563-V2,116.6,newtonian_outer,48.72782059803058,0.4179058370328523,-0.3789215628753862,0.3789215628753862,116.6,9.4,0.03501173353250915,0.04610663168082685,-31.612979186862567
F568-V1,112.3,newtonian_outer,48.92372173635344,0.4356520190236281,-0.3608602688931023,0.3608602688931023,112.3,15.8,0.06110287456875672,0.06807026722854272,-12.283564865562761
